BAIRRO,VALOR,AREA,QUARTOS
SOBRADINHO,2050000.0,330.0,4.0
PARK WAY,680000.0,80.0,1.0
LAGO SUL,5700000.0,682.0,5.0
SAMAMBAIA,210000.0,52.0,2.0
,2050000.0,261.0,4.0
AGUAS CLARAS,310000.0,32.0,1.0
GUARA,499000.0,69.0,2.0
GUARA,424000.0,57.0,2.0
AGUAS CLARAS,1295000.0,165.0,3.0
LAGO SUL,1465000.0,250.0,3.0
ASA SUL,1650000.0,228.0,3.0
SAMAMBAIA,450000.0,70.0,3.0
JARDIM BOTANICO,980000.0,470.0,5.0
ASA SUL,2030000.0,120.0,3.0
RIACHO FUNDO,3400000.0,11.0,4.0
AGUAS CLARAS,849000.0,127.0,3.0
ASA NORTE,650000.0,59.0,2.0
SAMAMBAIA,71900.0,33.0,1.0
AGUAS CLARAS,885000.0,84.0,2.0
VICENTE PIRES,1190000.0,210.0,3.0
JARDIM BOTANICO,1350000.0,172.0,3.0
SOBRADINHO,595000.0,365.0,4.0
VICENTE PIRES,1390000.0,300.0,3.0
NOROESTE,640000.0,30.0,1.0
SOBRADINHO,950000.0,280.0,5.0
SOBRADINHO,849000.0,300.0,4.0
SOBRADINHO,1229000.0,185.0,3.0
PARK SUL,434000.0,26.0,1.0
SOBRADINHO,1045000.0,370.0,4.0
JARDIM BOTANICO,1500000.0,377.0,4.0
VICENTE PIRES,1400000.0,340.0,3.0
SOBRADINHO,435000.0,280.0,4.0
GAMA,449000.0,135.0,3.0
RIACHO FUNDO,630000.0,235.0,3.0
SAMAMBAIA,355000.0,54.0,2.0
SAMAMBAIA,400000.0,56.0,2.0
ASA SUL,780000.0,62.0,3.0
PARK WAY,1800000.0,450.0,5.0
PARK SUL,1110000.0,70.0,2.0
SUDOESTE,660000.0,62.0,2.0
JARDIM BOTANICO,1537000.0,400.0,5.0
AGUAS CLARAS,899000.0,94.0,3.0
ASA NORTE,910000.0,78.0,3.0
SOBRADINHO,995000.0,480.0,5.0
LAGO SUL,12900000.0,822.0,4.0
ASA NORTE,590000.0,49.0,2.0
AGUAS CLARAS,480000.0,64.0,3.0
CEILANDIA,605000.0,230.0,4.0
TAGUATINGA,230000.0,33.0,1.0
VICENTE PIRES,295000.0,59.0,2.0
TAGUATINGA,870000.0,115.0,3.0
LAGO SUL,2549000.0,289.0,4.0
JARDIM BOTANICO,2480000.0,136.0,3.0
ASA SUL,1800000.0,291.0,4.0
ASA NORTE,500000.0,30.0,1.0
GAMA,450000.0,250.0,2.0
LAGO SUL,8900000.0,640.0,4.0
JARDIM BOTANICO,1090000.0,315.0,3.0
CEILANDIA,409000.0,144.0,2.0
TAGUATINGA,950000.0,260.0,5.0
ARNIQUEIRA,1690000.0,350.0,4.0
AGUAS CLARAS,979999.0,129.0,4.0
AGUAS CLARAS,2890000.0,290.0,4.0
VICENTE PIRES,599000.0,200.0,3.0
TAGUATINGA,1200000.0,541.0,3.0
NOROESTE,1198900.0,85.0,2.0
JARDIM BOTANICO,650000.0,242.0,3.0
NOROESTE,1090000.0,60.0,2.0
ARNIQUEIRA,1140000.0,342.0,4.0
VICENTE PIRES,1800000.0,480.0,4.0
NOROESTE,2380000.0,122.0,3.0
NOROESTE,6500000.0,382.0,4.0
LAGO NORTE,420000.0,28.0,1.0
AGUAS CLARAS,765000.0,112.0,3.0
SAMAMBAIA,429000.0,67.0,3.0
TAGUATINGA,169000.0,115.0,3.0
TAQUARI,1590000.0,268.0,3.0
ASA SUL,190000.0,34.0,1.0
GUARA,160000.0,50.0,2.0
ASA SUL,630000.0,48.0,2.0
ASA NORTE,2000000.0,131.0,3.0
ASA SUL,1000000.0,64.0,2.0
TAGUATINGA,165000.0,75.0,1.0
JARDIM BOTANICO,1410000.0,250.0,3.0
SOBRADINHO,1050000.0,180.0,3.0
SAMAMBAIA,260000.0,56.0,2.0
VICENTE PIRES,1390000.0,255.0,3.0
SUDOESTE,2130000.0,146.0,4.0
JARDIM BOTANICO,980000.0,200.0,3.0
ASA SUL,1650000.0,154.0,4.0
LAGO NORTE,2490000.0,400.0,5.0
AGUAS CLARAS,729000.0,59.0,2.0
SOBRADINHO,2500000.0,4.0,3.0
TAGUATINGA,340000.0,60.0,2.0
AGUAS CLARAS,399999.0,62.0,2.0
GUARA,1625000.0,480.0,4.0
GUARA,770000.0,65.0,2.0
LAGO NORTE,760000.0,61.0,1.0
NOROESTE,790000.0,48.0,1.0
JARDIM BOTANICO,2450000.0,437.0,4.0
SUDOESTE,525000.0,36.0,1.0
PARK SUL,3180000.0,157.0,4.0
JARDINS MANGUEIRAL,580000.0,80.0,3.0
VICENTE PIRES,1700000.0,460.0,4.0
NOROESTE,596126.0,35.0,1.0
AGUAS CLARAS,1050000.0,106.0,4.0
VICENTE PIRES,850000.0,160.0,3.0
AGUAS CLARAS,415000.0,58.0,2.0
PARK WAY,2890000.0,375.0,6.0
ARNIQUEIRA,1090000.0,297.0,3.0
PLANALTINA,599000.0,200.0,3.0
CEILANDIA,350000.0,144.0,3.0
ASA NORTE,1590000.0,105.0,2.0
JARDIM BOTANICO,1390000.0,320.0,4.0
GUARA,990000.0,113.0,4.0
JARDIM BOTANICO,1800000.0,398.0,4.0
PARK WAY,9500000.0,860.0,5.0
NOROESTE,800000.0,52.0,1.0
VICENTE PIRES,2000000.0,680.0,5.0
SAMAMBAIA,250000.0,160.0,6.0
ASA SUL,2490000.0,162.0,3.0
LAGO SUL,2350000.0,179.0,4.0
PARK WAY,8800000.0,850.0,5.0
JARDIM BOTANICO,1200000.0,220.0,3.0
SAMAMBAIA,320000.0,55.0,2.0
CEILANDIA,260000.0,50.0,2.0
TAGUATINGA,159000.0,0.0,2.0
GUARA,999999.0,540.0,13.0
VICENTE PIRES,2300000.0,800.0,4.0
SOBRADINHO,1550000.0,345.0,3.0
JARDIM BOTANICO,1750000.0,436.0,4.0
AGUAS CLARAS,565000.0,61.0,2.0
GUARA,1390000.0,127.0,4.0
VICENTE PIRES,1690000.0,700.0,7.0
JARDIM BOTANICO,1490000.0,424.0,4.0
LAGO SUL,6500000.0,647.0,4.0
CEILANDIA,210000.0,160.0,4.0
AGUAS CLARAS,480000.0,49.0,2.0
JARDIM BOTANICO,890000.0,280.0,3.0
AGUAS CLARAS,335000.0,35.0,1.0
AGUAS CLARAS,550000.0,74.0,3.0
VICENTE PIRES,1390000.0,600.0,5.0
ARNIQUEIRA,890000.0,180.0,3.0
RIACHO FUNDO,110000.0,50.0,1.0
AGUAS CLARAS,550000.0,78.0,3.0
AGUAS CLARAS,699000.0,112.0,3.0
GUARA,850000.0,67.0,2.0
BRAZLANDIA,3500000.0,2.0,6.0
AGUAS CLARAS,395000.0,41.0,1.0
NOROESTE,4800000.0,291.0,4.0
SOBRADINHO,1490000.0,201.0,3.0
ASA SUL,1650000.0,115.0,3.0
SUDOESTE,3100000.0,198.0,4.0
VICENTE PIRES,1300000.0,800.0,3.0
SAMAMBAIA,420000.0,72.0,3.0
ASA NORTE,1500000.0,127.0,4.0
JARDIM BOTANICO,815000.0,121.0,2.0
ASA SUL,830000.0,48.0,1.0
AGUAS CLARAS,619000.0,69.0,2.0
AGUAS CLARAS,1150000.0,95.0,3.0
TAGUATINGA,990000.0,541.0,6.0
NOROESTE,2680000.0,171.0,4.0
JARDIM BOTANICO,2430999.0,136.0,3.0
ASA SUL,1240000.0,64.0,1.0
AGUAS CLARAS,317000.0,33.0,1.0
GUARA,599000.0,35.0,2.0
GUARA,775000.0,180.0,3.0
AGUAS CLARAS,529000.0,62.0,2.0
LAGO SUL,6500000.0,696.0,5.0
PARK WAY,2150000.0,250.0,3.0
SOBRADINHO,175000.0,37.0,2.0
NOROESTE,1124893.0,59.0,2.0
AGUAS CLARAS,1250000.0,141.0,2.0
AGUAS CLARAS,2450000.0,205.0,4.0
SOBRADINHO,650000.0,210.0,4.0
ASA NORTE,1180000.0,92.0,3.0
VICENTE PIRES,1100000.0,470.0,5.0
AGUAS CLARAS,1070000.0,104.0,3.0
TAGUATINGA,440000.0,57.0,2.0
NOROESTE,2218000.0,201.0,2.0
PARK SUL,2650000.0,170.0,4.0
AGUAS CLARAS,1500000.0,180.0,4.0
ASA NORTE,690000.0,71.0,3.0
JARDIM BOTANICO,800000.0,380.0,3.0
NUCLEO BANDEIRANTE,700000.0,120.0,3.0
LAGO SUL,3499000.0,600.0,5.0
SAMAMBAIA,75000.0,112.0,3.0
AGUAS CLARAS,580000.0,80.0,3.0
ASA SUL,1620000.0,104.0,3.0
GUARA,710000.0,128.0,6.0
PARK SUL,1220000.0,75.0,2.0
TAGUATINGA,365000.0,62.0,3.0
JARDINS MANGUEIRAL,460000.0,68.0,2.0
AGUAS CLARAS,970000.0,104.0,3.0
SOBRADINHO,1290000.0,201.0,4.0
PARK WAY,1600000.0,420.0,3.0
SOBRADINHO,2890000.0,390.0,4.0
NOROESTE,470000.0,61.0,2.0
ASA NORTE,250000.0,30.0,1.0
VICENTE PIRES,2650000.0,350.0,4.0
,320000.0,172.0,2.0
AGUAS CLARAS,450000.0,44.0,1.0
JARDIM BOTANICO,999000.0,175.0,3.0
AGUAS CLARAS,410000.0,58.0,2.0
PARK WAY,2980000.0,620.0,4.0
NOROESTE,664000.0,33.0,1.0
TAGUATINGA,530000.0,250.0,3.0
CEILANDIA,240000.0,100.0,2.0
AGUAS CLARAS,490000.0,54.0,2.0
TAGUATINGA,450000.0,59.0,2.0
TAGUATINGA,720000.0,110.0,3.0
ASA NORTE,1550000.0,128.0,3.0
GAMA,2100000.0,400.0,5.0
PARK WAY,2200000.0,900.0,5.0
JARDIM BOTANICO,4650000.0,491.0,4.0
VICENTE PIRES,1350000.0,70.0,3.0
AGUAS CLARAS,670000.0,78.0,3.0
SUDOESTE,295000.0,33.0,1.0
AGUAS CLARAS,530000.0,61.0,2.0
SOBRADINHO,750000.0,190.0,3.0
GAMA,560000.0,70.0,3.0
TAGUATINGA,690000.0,180.0,4.0
AGUAS CLARAS,1080000.0,128.0,3.0
SAMAMBAIA,400000.0,59.0,1.0
NOROESTE,3250000.0,192.0,4.0
ASA SUL,1450000.0,136.0,3.0
RIACHO FUNDO,339900.0,120.0,3.0
PARK WAY,2400000.0,570.0,4.0
LAGO SUL,2300000.0,614.0,6.0
SOBRADINHO,787000.0,85.0,3.0
GUARA,410000.0,67.0,3.0
PARK SUL,1310000.0,75.0,2.0
ASA NORTE,392000.0,31.0,1.0
LAGO SUL,3200000.0,400.0,5.0
ARNIQUEIRA,1630000.0,380.0,4.0
JARDIM BOTANICO,2550000.0,290.0,3.0
GUARA,250000.0,30.0,1.0
AGUAS CLARAS,299000.0,33.0,1.0
SOBRADINHO,1950000.0,250.0,4.0
SAMAMBAIA,201068.0,32.0,1.0
SUDOESTE,415000.0,25.0,1.0
TAGUATINGA,449000.0,250.0,3.0
AGUAS CLARAS,589000.0,63.0,2.0
AGUAS CLARAS,990000.0,147.0,3.0
ASA SUL,850000.0,89.0,3.0
JARDIM BOTANICO,1549000.0,164.0,2.0
VICENTE PIRES,1000000.0,500.0,5.0
AGUAS CLARAS,790000.0,96.0,3.0
SAMAMBAIA,530000.0,68.0,3.0
LAGO NORTE,2350000.0,450.0,4.0
ASA NORTE,649000.0,44.0,1.0
ASA NORTE,210000.0,40.0,1.0
JARDIM BOTANICO,2600000.0,550.0,4.0
GUARA,1500000.0,402.0,6.0
ASA NORTE,5238961.0,319.0,4.0
PARK SUL,1890000.0,123.0,2.0
AGUAS CLARAS,1490000.0,186.0,3.0
,930000.0,200.0,3.0
PARK SUL,649000.0,54.0,1.0
,90000.0,80.0,3.0
SOBRADINHO,210000.0,37.0,1.0
,750000.0,140.0,3.0
AGUAS CLARAS,1600000.0,158.0,3.0
SAMAMBAIA,299999.0,54.0,3.0
LAGO NORTE,2950000.0,300.0,3.0
,1850000.0,0.0,5.0
PARK SUL,690000.0,53.0,1.0
AGUAS CLARAS,480000.0,60.0,2.0
GUARA,1250000.0,223.0,4.0
PARK WAY,4000000.0,620.0,5.0
JARDIM BOTANICO,1680000.0,328.0,4.0
ASA NORTE,1620000.0,96.0,2.0
ARNIQUEIRA,1290000.0,230.0,3.0
ASA NORTE,340000.0,27.0,1.0
JARDIM BOTANICO,1450000.0,400.0,5.0
AGUAS CLARAS,335000.0,32.0,1.0
LAGO NORTE,1650000.0,112.0,3.0
GAMA,250000.0,400.0,1.0
VARJAO,380000.0,120.0,3.0
TAGUATINGA,280000.0,48.0,2.0
GAMA,1190000.0,800.0,3.0
SUDOESTE,4052729.0,167.0,4.0
GUARA,1399000.0,300.0,4.0
CANDANGOLANDIA,500000.0,124.0,3.0
SOBRADINHO,687000.0,170.0,3.0
NOROESTE,2550000.0,168.0,4.0
CRUZEIRO,559000.0,70.0,3.0
TAGUATINGA,650000.0,176.0,4.0
VICENTE PIRES,70000.0,20.0,1.0
CEILANDIA,389900.0,244.0,5.0
AGUAS CLARAS,460000.0,58.0,2.0
LAGO NORTE,3900000.0,1028.0,5.0
ARNIQUEIRA,597000.0,60.0,2.0
NOROESTE,1185660.0,84.0,2.0
SANTA MARIA,220000.0,54.0,2.0
ARNIQUEIRA,1000000.0,280.0,3.0
CEILANDIA,790000.0,13.0,4.0
LAGO SUL,1400000.0,390.0,4.0
CEILANDIA,320000.0,144.0,3.0
TAGUATINGA,405000.0,300.0,5.0
VICENTE PIRES,2500000.0,360.0,4.0
VICENTE PIRES,1300000.0,250.0,3.0
AGUAS CLARAS,325000.0,33.0,1.0
GUARA,17800000.0,4943.0,10.0
LAGO SUL,4750000.0,575.0,6.0
VICENTE PIRES,1400000.0,400.0,3.0
SOBRADINHO,1500000.0,2.0,6.0
ASA SUL,2205000.0,157.0,3.0
RECANTO DAS EMAS,500000.0,150.0,3.0
AGUAS CLARAS,545000.0,57.0,2.0
LAGO NORTE,2700000.0,380.0,5.0
ASA NORTE,7003859.0,779.0,14.0
JARDIM BOTANICO,1190000.0,200.0,3.0
SOBRADINHO,899999.0,250.0,4.0
VICENTE PIRES,680000.0,200.0,2.0
NOROESTE,1190000.0,85.0,2.0
CRUZEIRO,670000.0,62.0,3.0
ASA SUL,1980000.0,143.0,3.0
VICENTE PIRES,1590000.0,300.0,4.0
PARK WAY,2850000.0,560.0,4.0
AGUAS CLARAS,700000.0,72.0,3.0
NUCLEO BANDEIRANTE,990000.0,181.0,4.0
SOBRADINHO,999000.0,183.0,3.0
JARDIM BOTANICO,1100000.0,280.0,4.0
PARK SUL,2150000.0,137.0,3.0
SUDOESTE,2260000.0,144.0,4.0
JARDIM BOTANICO,1820000.0,300.0,3.0
SAMAMBAIA,260000.0,100.0,3.0
SUDOESTE,3284669.0,146.0,4.0
AGUAS CLARAS,540000.0,54.0,2.0
SUDOESTE,480000.0,24.0,1.0
JARDIM BOTANICO,2600000.0,435.0,4.0
ASA NORTE,2190000.0,358.0,4.0
TAGUATINGA,870000.0,240.0,3.0
PARK WAY,2150000.0,383.0,4.0
GAMA,635000.0,99.0,3.0
JARDIM BOTANICO,1480000.0,500.0,5.0
JARDIM BOTANICO,455000.0,60.0,1.0
AGUAS CLARAS,340000.0,35.0,1.0
SUDOESTE,670000.0,56.0,2.0
LAGO SUL,14000000.0,950.0,4.0
PARK SUL,3289927.0,247.0,3.0
SUDOESTE,1700000.0,100.0,3.0
,360000.0,33.0,1.0
PARK WAY,2800000.0,508.0,4.0
NOROESTE,6390000.0,460.0,4.0
JARDIM BOTANICO,950000.0,160.0,2.0
AGUAS CLARAS,717000.0,82.0,2.0
GUARA,1900000.0,272.0,4.0
SAMAMBAIA,250000.0,56.0,2.0
AGUAS CLARAS,510000.0,68.0,3.0
GUARA,675000.0,70.0,2.0
GUARA,1250000.0,288.0,4.0
ASA NORTE,600000.0,45.0,2.0
,2400000.0,296.0,4.0
PARK WAY,3550000.0,856.0,7.0
VICENTE PIRES,850000.0,500.0,3.0
PARK WAY,6600000.0,1000.0,5.0
AGUAS CLARAS,820000.0,106.0,3.0
LAGO NORTE,9900000.0,950.0,7.0
PLANALTINA,5830000.0,508.0,2.0
VICENTE PIRES,280000.0,50.0,2.0
PARK WAY,2100000.0,600.0,5.0
PARK WAY,1390000.0,320.0,3.0
NOROESTE,1957407.0,117.0,1.0
CEILANDIA,245000.0,135.0,4.0
CRUZEIRO,1859000.0,450.0,6.0
ASA SUL,1400000.0,172.0,5.0
LAGO SUL,10800000.0,1000.0,5.0
,165000.0,100.0,4.0
ASA SUL,170000.0,33.0,1.0
JARDIM BOTANICO,1520000.0,330.0,4.0
AGUAS CLARAS,560000.0,70.0,2.0
LAGO SUL,4500000.0,600.0,4.0
LAGO SUL,2950000.0,644.0,6.0
GAMA,1550000.0,440.0,3.0
ASA NORTE,970000.0,105.0,3.0
JARDIM BOTANICO,835000.0,140.0,2.0
JARDIM BOTANICO,920000.0,190.0,3.0
ASA NORTE,1250000.0,73.0,1.0
AGUAS CLARAS,450000.0,69.0,2.0
PARK WAY,2400000.0,650.0,4.0
NOROESTE,2890000.0,177.0,4.0
GUARA,200000.0,75.0,2.0
SUDOESTE,5500000.0,292.0,4.0
GUARA,1500000.0,430.0,4.0
ASA NORTE,1500000.0,127.0,4.0
VICENTE PIRES,1000000.0,400.0,3.0
CEILANDIA,250000.0,34.0,1.0
JARDIM BOTANICO,1950000.0,1585.0,5.0
AGUAS CLARAS,459000.0,55.0,2.0
AGUAS CLARAS,1300000.0,128.0,3.0
PARK SUL,749695.0,53.0,2.0
ARNIQUEIRA,1180000.0,200.0,3.0
LAGO SUL,5600000.0,632.0,4.0
JARDIM BOTANICO,790000.0,200.0,3.0
JARDIM BOTANICO,1080000.0,360.0,3.0
GAMA,685000.0,275.0,9.0
SUDOESTE,4422000.0,186.0,4.0
ASA NORTE,1600000.0,125.0,3.0
JARDIM BOTANICO,1990000.0,427.0,5.0
AGUAS CLARAS,425000.0,48.0,1.0
VICENTE PIRES,2100000.0,440.0,4.0
PARK SUL,2590000.0,157.0,4.0
AGUAS CLARAS,1099999.0,108.0,3.0
GAMA,1400000.0,400.0,3.0
ARNIQUEIRA,1590000.0,380.0,4.0
SAMAMBAIA,1849000.0,1000.0,6.0
TAGUATINGA,690000.0,80.0,2.0
PARK SUL,705104.0,53.0,2.0
LAGO SUL,920000.0,426.0,4.0
JARDIM BOTANICO,1590000.0,310.0,3.0
VICENTE PIRES,2190000.0,400.0,4.0
AGUAS CLARAS,455000.0,69.0,2.0
NOROESTE,2680000.0,156.0,3.0
VICENTE PIRES,1150000.0,300.0,3.0
ASA NORTE,1635000.0,134.0,4.0
ARNIQUEIRA,2800000.0,450.0,4.0
LAGO NORTE,750000.0,60.0,2.0
VICENTE PIRES,385000.0,75.0,2.0
CEILANDIA,350000.0,135.0,3.0
NOROESTE,1170000.0,66.0,2.0
PARK SUL,3347000.0,238.0,2.0
ASA NORTE,47500.0,12.0,1.0
SUDOESTE,860000.0,78.0,2.0
ASA SUL,880000.0,52.0,1.0
LAGO NORTE,4500000.0,740.0,5.0
ASA NORTE,465000.0,65.0,1.0
GUARA,579706.0,50.0,2.0
ASA NORTE,1980000.0,96.0,2.0
SUDOESTE,4500000.0,305.0,3.0
SOBRADINHO,480000.0,52.0,2.0
GUARA,800000.0,63.0,2.0
GUARA,510000.0,62.0,3.0
NOROESTE,1310000.0,77.0,2.0
,750000.0,125.0,4.0
AGUAS CLARAS,620000.0,76.0,3.0
AGUAS CLARAS,640000.0,90.0,3.0
LAGO NORTE,2350000.0,776.0,4.0
JARDIM BOTANICO,2090000.0,347.0,2.0
GUARA,1360000.0,124.0,4.0
,150000.0,80.0,3.0
JARDIM BOTANICO,1250000.0,300.0,3.0
TAGUATINGA,1199000.0,350.0,8.0
LAGO SUL,2300000.0,300.0,3.0
PARK WAY,2380000.0,580.0,4.0
AGUAS CLARAS,1590000.0,163.0,4.0
AGUAS CLARAS,1290000.0,174.0,3.0
AGUAS CLARAS,749000.0,108.0,3.0
AGUAS CLARAS,1399000.0,181.0,4.0
VICENTE PIRES,1300000.0,690.0,8.0
AGUAS CLARAS,370000.0,37.0,1.0
LAGO SUL,2000000.0,520.0,4.0
JARDIM BOTANICO,1790000.0,410.0,3.0
GUARA,620000.0,107.0,2.0
ARNIQUEIRA,3500000.0,450.0,5.0
LAGO SUL,14900000.0,850.0,6.0
SUDOESTE,595000.0,56.0,2.0
SOBRADINHO,595000.0,686.0,4.0
AGUAS CLARAS,1250000.0,118.0,3.0
SAMAMBAIA,260000.0,55.0,2.0
NOROESTE,1850000.0,148.0,2.0
LAGO SUL,10000000.0,0.0,9.0
SUDOESTE,1290000.0,99.0,3.0
ASA SUL,969000.0,70.0,3.0
LAGO SUL,3500000.0,1500.0,4.0
AGUAS CLARAS,1395000.0,150.0,4.0
ASA NORTE,1600000.0,112.0,3.0
JARDINS MANGUEIRAL,580000.0,80.0,3.0
TAGUATINGA,270000.0,66.0,3.0
ASA SUL,165000.0,35.0,1.0
NOROESTE,850000.0,48.0,1.0
SUDOESTE,4870000.0,275.0,3.0
SAMAMBAIA,230000.0,45.0,2.0
SAMAMBAIA,320000.0,55.0,2.0
SAMAMBAIA,285000.0,53.0,2.0
VICENTE PIRES,549000.0,300.0,4.0
AGUAS CLARAS,1300000.0,114.0,4.0
CEILANDIA,500000.0,140.0,3.0
TAGUATINGA,650000.0,300.0,3.0
AGUAS CLARAS,1100000.0,160.0,4.0
SOBRADINHO,1290000.0,201.0,4.0
LAGO NORTE,2850000.0,358.0,3.0
SOBRADINHO,1490000.0,400.0,4.0
PARK WAY,2000000.0,550.0,4.0
ASA NORTE,1580000.0,123.0,4.0
ASA SUL,365000.0,25.0,1.0
AGUAS CLARAS,699000.0,93.0,3.0
CRUZEIRO,310000.0,30.0,1.0
TAGUATINGA,890000.0,180.0,5.0
ASA NORTE,2620000.0,175.0,3.0
JARDIM BOTANICO,1870000.0,350.0,4.0
AGUAS CLARAS,970000.0,136.0,4.0
SUDOESTE,2680000.0,195.0,3.0
GUARA,2499999.0,200.0,4.0
JARDIM BOTANICO,1250000.0,320.0,3.0
AGUAS CLARAS,350000.0,35.0,1.0
JARDIM BOTANICO,850000.0,450.0,4.0
AGUAS CLARAS,1780000.0,168.0,4.0
PARK WAY,2495000.0,318.0,4.0
TAGUATINGA,575000.0,62.0,2.0
GUARA,1450000.0,242.0,4.0
TAGUATINGA,599000.0,88.0,3.0
LAGO SUL,5600000.0,687.0,5.0
TAGUATINGA,320000.0,64.0,2.0
ARNIQUEIRA,2200000.0,290.0,4.0
CRUZEIRO,3200000.0,360.0,4.0
ASA NORTE,389000.0,29.0,1.0
LAGO NORTE,3990000.0,570.0,5.0
SOBRADINHO,895000.0,250.0,4.0
SUDOESTE,1850000.0,145.0,3.0
AGUAS CLARAS,643000.0,74.0,2.0
,1880000.0,119.0,3.0
NOROESTE,590000.0,36.0,1.0
VICENTE PIRES,2300000.0,700.0,3.0
JARDIM BOTANICO,1299000.0,300.0,3.0
JARDINS MANGUEIRAL,415000.0,52.0,2.0
PARK WAY,1480000.0,280.0,3.0
GAMA,1290000.0,400.0,3.0
AGUAS CLARAS,600000.0,77.0,3.0
NOROESTE,589000.0,34.0,1.0
CEILANDIA,270000.0,47.0,2.0
TAGUATINGA,260000.0,82.0,3.0
SOBRADINHO,858486.0,100.0,3.0
JARDIM BOTANICO,2600000.0,400.0,5.0
TAGUATINGA,325000.0,46.0,1.0
SUDOESTE,465000.0,27.0,1.0
NOROESTE,1199000.0,67.0,2.0
PARK WAY,3890000.0,550.0,4.0
AGUAS CLARAS,580000.0,64.0,2.0
JARDIM BOTANICO,310000.0,150.0,3.0
SOBRADINHO,1999000.0,744.0,4.0
GAMA,950000.0,400.0,3.0
TAGUATINGA,1250000.0,360.0,6.0
JARDIM BOTANICO,1400000.0,0.0,3.0
SUDOESTE,4900000.0,279.0,4.0
SAMAMBAIA,179990.0,33.0,1.0
JARDIM BOTANICO,1750000.0,427.0,6.0
AGUAS CLARAS,220000.0,33.0,1.0
ASA NORTE,810000.0,63.0,3.0
JARDIM BOTANICO,1350000.0,230.0,4.0
ASA SUL,15000000.0,554.0,4.0
ASA NORTE,270000.0,38.0,1.0
PARK WAY,2550000.0,540.0,5.0
VICENTE PIRES,1950000.0,300.0,3.0
SUDOESTE,810000.0,62.0,2.0
SUDOESTE,1270000.0,92.0,1.0
ASA NORTE,3000000.0,330.0,4.0
ASA NORTE,900000.0,132.0,2.0
SAMAMBAIA,390000.0,77.0,2.0
SAMAMBAIA,499000.0,200.0,3.0
AGUAS CLARAS,1350000.0,146.0,4.0
JARDIM BOTANICO,1000000.0,20555.0,3.0
,110000.0,64.0,2.0
PARK WAY,2700000.0,250.0,3.0
SAMAMBAIA,799900.0,112.0,2.0
AGUAS CLARAS,315000.0,37.0,1.0
VICENTE PIRES,1250000.0,543.0,5.0
AGUAS CLARAS,870000.0,127.0,3.0
TAGUATINGA,420000.0,140.0,2.0
ASA NORTE,1850000.0,132.0,3.0
ASA NORTE,1850000.0,168.0,3.0
ASA NORTE,2100000.0,151.0,3.0
JARDIM BOTANICO,1150000.0,272.0,3.0
PARK SUL,1090000.0,74.0,2.0
ASA NORTE,3530000.0,134.0,4.0
VICENTE PIRES,990000.0,350.0,5.0
ASA NORTE,1500000.0,63.0,2.0
LAGO SUL,5500000.0,650.0,5.0
VICENTE PIRES,1490000.0,300.0,4.0
AGUAS CLARAS,350000.0,34.0,1.0
AGUAS CLARAS,292000.0,33.0,1.0
SAMAMBAIA,499900.0,150.0,3.0
SAMAMBAIA,279900.0,120.0,2.0
GUARA,3500000.0,540.0,10.0
NOROESTE,1173900.0,85.0,2.0
JARDIM BOTANICO,1190000.0,260.0,4.0
LAGO SUL,21900000.0,1100.0,5.0
AGUAS CLARAS,955000.0,139.0,3.0
SAMAMBAIA,360000.0,54.0,2.0
SAMAMBAIA,230000.0,50.0,3.0
AGUAS CLARAS,570000.0,70.0,3.0
SAMAMBAIA,325000.0,54.0,2.0
AGUAS CLARAS,790000.0,84.0,2.0
ASA NORTE,390000.0,34.0,1.0
PARK SUL,1170000.0,70.0,2.0
PARK SUL,1170000.0,70.0,2.0
JARDIM BOTANICO,1590000.0,474.0,4.0
SAMAMBAIA,160000.0,40.0,1.0
PARK SUL,2059900.0,129.0,4.0
JARDIM BOTANICO,1200000.0,300.0,7.0
ASA NORTE,2000000.0,197.0,3.0
GAMA,550000.0,400.0,3.0
SOBRADINHO,134900.0,28.0,1.0
PARK WAY,5500000.0,600.0,5.0
ASA NORTE,680000.0,95.0,3.0
AGUAS CLARAS,870000.0,99.0,3.0
TAGUATINGA,670000.0,131.0,3.0
JARDIM BOTANICO,1490000.0,474.0,4.0
PARK WAY,3500000.0,330.0,4.0
VICENTE PIRES,1850000.0,328.0,4.0
JARDIM BOTANICO,950000.0,248.0,3.0
TAGUATINGA,270000.0,60.0,2.0
ASA SUL,820000.0,54.0,2.0
AGUAS CLARAS,590000.0,66.0,2.0
,500000.0,264.0,4.0
AGUAS CLARAS,645000.0,76.0,3.0
,98000.0,364.0,2.0
ASA NORTE,790000.0,86.0,3.0
TAGUATINGA,169000.0,42.0,1.0
JARDIM BOTANICO,780000.0,220.0,4.0
AGUAS CLARAS,520000.0,68.0,2.0
TAGUATINGA,575000.0,62.0,2.0
AGUAS CLARAS,422197.0,54.0,2.0
PARK WAY,4800000.0,970.0,4.0
LAGO NORTE,2950000.0,5000.0,3.0
NOROESTE,2990000.0,212.0,3.0
PARK WAY,2200000.0,375.0,4.0
PARK WAY,3850000.0,650.0,7.0
LAGO NORTE,1350000.0,162.0,3.0
AGUAS CLARAS,1090000.0,118.0,3.0
ASA NORTE,365000.0,28.0,1.0
SOBRADINHO,724900.0,246.0,5.0
AGUAS CLARAS,965000.0,106.0,4.0
AGUAS CLARAS,300000.0,32.0,1.0
